,x_rear_wheel_center,y_rear_wheel_center,x_BB,y_BB,x_front_wheel_center,y_front_wheel_center,x_head_tube_top,y_head_tube_top,x_rear_tube_connect_seat_tube,y_rear_tube_connect_seat_tube,x_top_tube_connect_seat_tube,y_top_tube_connect_seat_tube,x_top_tube_connect_head_tube,y_top_tube_connect_head_tube,x_down_tube_connect_head_tube,y_down_tube_connect_head_tube,x_stem_top,y_stem_top,x_front_fork,y_front_fork,x_saddle_top,y_saddle_top,x_seat_tube_top,y_seat_tube_top,Bike index,BikeStyle,Wheel diameter rear,Wheel diameter front,Teeth on chainring,bottle SEATTUBE0 show OHCLASS: True,bottle DOWNTUBE0 show OHCLASS: True,frame_size,RIM_STYLE front,RIM_STYLE rear,Fork type
840,298.45254857786546,290.0,641.8334975524645,330.0,1237.0334975524645,300.00000000000006,1084.4987327513377,810.627992114897,569.4764594282939,528.799328384776,562.5501118460322,547.8293119663341,1104.4261423540186,745.4483722363617,1120.090122715464,694.2138010552434,1161.0031132283805,834.0177284927158,1219.2495071810756,414.54238242748505,571.3089439987116,591.562258235712,571.3089439987116,523.7646184060543,844,BMX,580.0,600.0,22,0,0,M,spoked,spoked,0
841,359.8983732489835,355.6,741.0815170666423,335.6,1326.0815170666424,355.6,1199.4871667419795,938.0898328061456,659.7717009605612,796.7308818388767,659.7717009605612,796.7308818388767,1219.8207868649365,850.0152478066999,1239.1044782379986,766.4884038571394,1299.4262494438894,934.5998831358957,1311.9679620424763,464.0636240397651,651.600611114873,1041.1654415836874,651.600611114873,843.0714351271909,845,OTHER,711.2,711.2,48,0,0,M,trispoke,spoked,0
842,339.1823449216088,337.0,756.1956583744637,267.0,1386.1956583744636,337.0,1148.9471710974778,936.1876846171324,631.9040616392889,686.6013984814771,585.9620982065852,841.6988677530405,1172.2479588182828,862.2870273908587,1218.9861957714518,714.0522779985681,1246.576771809471,957.8316460109426,1326.980572597137,453.774596682572,584.3663748285906,953.9776730209568,584.3663748285906,847.0859395952568,846,ROAD,674.0,674.0,53,0,0,XS,spoked,spoked,0
843,345.00871890258094,335.0,763.5732142819941,300.0,1443.873214281994,335.0,1213.4695419669847,921.1136944896537,640.0640972934384,703.9801187086813,631.100518937994,733.298662443574,1237.4605847471976,853.3650796436108,1281.4615102801042,729.110299052875,1271.9198663167012,989.5502313936564,1388.7194838409675,449.8860730062777,624.6966545386941,999.491497722858,624.6966545386941,754.2447590824418,847,MTB,670.0,670.0,32,0,0,XL,spoked,spoked,0
844,342.42890028939763,335.5,739.0703160540924,301.49999999999994,1374.0703160540925,335.5,1152.2717048145223,948.9504077874244,583.4745890703645,810.4306910296693,574.7678822649935,838.9090457823908,1173.6324777017487,883.2087087310687,1225.5530896974258,723.4134959519093,1275.6003415962734,1003.8598546026572,1297.911010260458,512.0324914496184,569.8455733605723,1131.8080790190695,569.8455733605723,855.0091927514048,848,ROAD,671.0,671.0,50,1,1,L,spoked,spoked,0
845,386.8167276051189,380.00000000000006,840.9863516417813,360.00000000000006,1540.9863516417813,380.00000000000006,1331.1723034734916,987.8610603290674,732.0326095618996,716.3716325756267,720.6116055254838,753.7280535338552,1354.21468003819,912.492842606326,1368.9668102518938,864.2407988686143,1435.1793467894167,1023.6735573193546,1491.821297989031,512.4268738574038,694.800499280413,1123.3938961781064,694.800499280413,838.1523779815177,849,MTB,760.0,760.0,40,1,1,L,spoked,spoked,1
846,356.8593966712899,352.5,757.4691346263318,347.5,1427.4691346263317,352.5,1145.2175797503469,961.5932732316224,674.2351012015793,596.2603040849972,667.3933348452102,616.7081883128776,1175.006206883632,883.9912464344592,1195.1898829204497,831.4109727056235,1177.5782595253445,985.1046833233212,1363.1874133148403,466.5776699029125,657.3595155305252,696.8315554776113,657.3595155305252,646.6961132175559,850,MTB,705.0,705.0,32,0,0,M,spoked,spoked,1
847,337.25635731362763,337.0,735.9047505357638,267.0,1320.904750535764,337.0,1108.1594218648122,888.1682242990655,610.2149994303543,705.3322534477741,607.9562238093691,713.2095401737934,1134.756660923041,801.1725752810096,1158.438555271154,723.7125891418192,1205.9741819381925,908.9593933808414,1258.3115627037605,432.2184307759183,593.9515122900093,955.7942436954494,593.9515122900093,762.0497734082342,851,ROAD,674.0,674.0,53,0,1,M,spoked,spoked,0
848,346.5344488188977,344.5,756.8105625617661,264.5,1334.810562561766,344.5,1099.6374326564444,888.8042892664731,631.1393171181815,702.7677165354331,627.1034322595683,716.8425196850393,1126.8248828916392,805.1299212598425,1142.2074000066027,757.7874015748032,1158.0996365435583,902.3013525271052,1287.0208765022794,440.8686282635724,615.6291089122991,905.2665136741984,615.6291089122991,756.858240659607,852,ROAD,689.0,689.0,53,0,1,XS,spoked,spoked,0
849,294.1921102404757,290.0,654.1,290.0,1239.1,290.0,1062.0926776546885,769.9378546338827,586.5353270251288,525.6260164259533,579.286035054178,550.9073019530673,1085.257871422713,694.1679199400468,1103.7222258700067,633.7737378474967,1138.597058131731,793.3275910117018,1193.340988921913,397.74115104025935,572.1254503800245,865.2682307486169,572.1254503800245,575.879228372056,853,BMX,580.0,580.0,25,0,0,M,spoked,spoked,0
850,339.2999281609197,337.0,735.9047505357639,266.99999999999994,1341.5047505357638,337.0,1118.0475335249046,932.156848659004,587.8010009502848,766.9898792741994,578.803098476787,797.3662889467217,1145.1055234979194,843.6541513048508,1184.906953909838,713.4695384226127,1216.8163675844185,947.800295163027,1279.4460009578547,451.996408045977,572.3119119863045,1051.6988971513051,572.3119119863045,819.2801672840792,854,ROAD,674.0,674.0,52,0,0,XS,spoked,spoked,0
851,345.50512070226785,337.0,735.9047505357639,267.00000000000006,1341.5047505357638,337.0,1132.3315045110949,945.095586442331,587.5728171274992,767.7602149498741,579.2829740711343,795.7462560903231,1159.9791424672203,854.6642374386366,1197.8065151015762,730.9364766071782,1231.1003385706088,960.7390329463542,1292.572909046574,468.4801267983418,576.8561575015673,1056.4649547605288,576.8561575015673,803.9390515261881,855,ROAD,674.0,674.0,39,0,0,XS,spoked,spoked,0
852,351.9560223756249,345.5,772.9549683884842,282.99999999999994,1407.9549683884843,345.5,1199.0519519162103,947.925017852892,595.2782105895512,846.5186815358426,589.7006197205415,864.2085397457028,1226.8420537898735,859.7860751932377,1264.025992916606,741.8536871275032,1288.2819894398533,959.6723751526964,1359.4244822661271,493.5361818614615,579.7514922069886,1062.5315785209264,579.7514922069886,895.7631408557357,856,TRACK,691.0,691.0,48,0,0,M,spoked,spoked,0
853,338.8328699743371,335.0,724.1978931083775,310.0,1315.3978931083775,335.0,1096.4515611633874,884.8556458511545,648.7924223960841,542.0741758241758,638.1606269218414,574.7954777258669,1125.6979260518858,799.9180348095017,1137.866121662429,764.5790287556754,1134.27230418736,897.8783720294408,1270.1844525235242,404.85136869118895,639.4654332507669,670.0402700330479,639.4654332507669,570.7796967681311,857,DIRT_JUMP,670.0,670.0,21,0,0,XL,spoked,spoked,1
854,259.5961868037704,257.5,605.2067730142742,297.5,1159.106773014274,257.5,958.3251213938876,742.9327335047128,570.2610601993292,405.0518450254104,560.8371404825828,434.0556875933021,980.7238396680204,673.9965670185876,994.0029992688904,633.1275161274675,1005.8779472086452,758.3835832234602,1092.5546272493573,362.3093401885176,560.7083258242817,495.824410552802,560.7083258242817,434.4521383465021,858,BMX,515.0,515.0,23,0,0,M,spoked,spoked,0
855,355.955035971223,343.0,793.1847076676863,269.99999999999994,1393.1847076676866,343.0,1150.6757300042316,930.8755818874308,631.4232141691443,767.8506854893442,620.8559105519113,800.373501864435,1184.2105572609155,821.1881043444931,1215.6311413509795,718.4160045992061,1240.6757300042316,930.8755818874308,1304.9023487092677,424.6493863732542,614.3256713234666,945.7732721878454,614.3256713234666,820.4715116316349,859,ROAD,686.0,686.0,40,0,0,XS,spoked,spoked,0
856,343.49030912659475,337.0,710.78,337.0,1325.78,337.0,1087.602183513248,961.2271835132478,635.3935974495699,599.903629123575,627.1642381146121,628.6028157318636,1121.872690021493,849.1334075639764,1133.417718809732,811.3713199214914,1116.9466115352627,967.4645342377808,1265.3622423945042,461.0186457311089,623.70615929741,706.4761117862638,623.70615929741,640.6625697469149,860,DIRT_JUMP,674.0,674.0,33,0,0,XL,spoked,spoked,1
857,233.7561050061051,230.0,506.5292463736883,220.0,1071.8292463736882,230.0,897.2176434676435,853.0921855921854,453.0576174330169,434.4629898403483,360.49731757778426,805.7020757020756,911.8571984759687,794.3761374893451,961.118103822652,596.8014375561545,996.9740484936256,860.0678329665981,1034.1224053724054,359.8840048840048,355.8844819837751,915.3383876322216,355.8844819837751,824.203148752063,861,ROAD,460.0,460.0,53,0,0,M,spoked,spoked,2
858,346.32962612399444,342.0,751.053786194432,271.9999999999999,1370.353786194432,342.0,1139.4200189304308,957.0496923805016,595.9522153612234,779.3143790908036,583.0910189322364,821.3814571073943,1178.3167267818878,837.3379349757565,1215.5513941830595,722.7414121029744,1263.0573660488003,997.2219016492448,1313.4143398012309,467.4377662091812,579.9578645906863,1045.0692280991077,579.9578645906863,831.6295431895684,862,ROAD,684.0,684.0,48,0,0,M,spoked,spoked,0
859,295.8326790971541,292.0,618.9984709444373,293.0,1178.9984709444373,292.0,987.147693817468,827.5004906771342,552.6977632045732,524.2180458088765,549.3838940298115,535.7748810339399,1009.7787213569223,761.7752143240689,1027.464665757936,710.4115022126758,1019.1217848349592,841.7362731847871,1151.9170755642783,376.17566241413135,536.3072641993375,599.2426043293101,536.3072641993375,581.3785087814956,863,MTB,584.0,584.0,53,0,0,M,spoked,spoked,0
860,295.7409003831419,292.0,646.9985915465018,292.99999999999994,1198.9985915465018,292.0,1003.7150383141764,804.1886973180076,581.0629172885319,522.945022771633,576.0314509574174,540.4918311284611,1028.736127860574,737.266753415745,1045.1373349067587,693.3997325236753,1035.3055232664217,819.256585706298,1168.034961685824,396.8850574712644,564.307384801402,599.2751986389594,564.307384801402,581.3785087814956,864,MTB,584.0,584.0,53,0,0,M,spoked,spoked,0
862,249.9492553778269,248.0,543.0,248.0,1085.2,248.0,945.8676227247656,658.369553226696,489.0785617215279,430.0357248928677,481.3059266517626,456.275701132844,968.2204058864564,587.4755823327251,983.5853523825724,538.744197887055,987.4422016877736,675.5903076831249,1048.4600110314395,331.7837837837838,478.55691828668,524.7582195265582,478.55691828668,465.5561978415931,866,BMX,496.0,496.0,36,0,0,S,spoked,spoked,0
863,253.40627603443488,248.0,543.0,248.0,1085.2,248.0,950.7125798389334,657.7750624826433,488.56690256101314,431.7630572704162,481.11300092972846,456.9270074551939,974.36891325443,582.7467583790825,988.2536985336052,538.7098455557216,992.2871588019414,674.9958169390725,1050.5737295195777,339.25242988058864,478.55691828668,524.7491977021675,478.55691828668,465.55619784159296,867,BMX,496.0,496.0,36,0,0,S,spoked,spoked,0
864,340.9400131118882,337.0,735.9047505357638,266.99999999999994,1247.904750535764,337.0,1036.886254370629,893.0205419580419,607.9744875108502,713.1458470774508,606.0818908776639,719.7461159123894,1065.243125522588,800.2693956986409,1087.4400770984655,727.6664385143158,1134.7010144440096,913.8117110398176,1174.970826048951,465.8789335664335,593.8412573476826,955.786640690706,593.8412573476826,762.4342780866094,868,OTHER,674.0,674.0,53,0,1,M,spoked,spoked,0
865,332.12494351558985,330.0,748.9272013130683,300.0,1407.6272013130683,330.0,1129.9107546317218,904.1075463172166,641.339275343696,631.1215885547666,637.431147032767,643.1495707184818,1165.8471217820836,812.8777634731305,1183.2195984230066,768.7751622061746,1195.0399843904636,929.7626321879172,1331.221192950746,439.9751468594668,625.3204035630893,962.420819363624,625.3204035630893,680.4226065180615,869,MTB,660.0,660.0,42,0,1,M,spoked,spoked,1
866,340.9400131118882,337.0,735.9047505357638,266.99999999999994,1320.904750535764,337.0,1117.8958697552448,898.5439248251747,616.9366399286561,695.9851481066104,609.2488904383049,723.7062772133526,1143.426002233437,809.509772067555,1166.137161831673,730.3065460482912,1216.058588100011,917.6248243628291,1265.1860795454547,434.5797639860139,598.3304345306775,957.4874084107844,598.3304345306775,763.076957311799,870,TRACK,674.0,674.0,53,0,0,M,spoked,spoked,0
868,258.47491085073875,255.0,614.0598835848975,280.9999999999979,1120.7598835848976,255.0,985.9328833418238,703.1660723382577,584.2364024335698,372.787236960696,579.2241892132168,388.21324307378814,1014.2407272381488,616.0434872056115,1027.349592583687,575.6985481406011,1073.695327536124,785.0058755457574,1096.3506113092203,360.546357615894,567.243808937093,465.2219401885054,567.243808937093,425.0850622187137,872,TRIALS,510.0,510.0,18,0,0,XL,spoked,spoked,0
869,346.257947087777,342.5,774.2117093616989,257.5,1329.211709361699,342.5,1106.6276148482364,895.6557629204265,676.6182867161457,634.8657653195474,672.059694956982,652.4925317690033,1132.4542189030883,816.1696487996655,1141.0451443035768,789.7294991254818,1188.195315681535,933.6914064770896,1289.2568191140278,428.5464520098441,662.4921515526071,888.3658111357312,662.4921515526071,689.4874771367117,873,ROAD,685.0,685.0,38,0,0,XS,spoked,spoked,0
870,350.4594073717177,346.0,755.9695110614934,341.0,1345.9695110614934,346.0,1073.5502288605155,1019.078776198506,658.8450429394372,623.069936808554,636.822636695765,687.0276485740228,1106.2804358043825,929.1532716861552,1102.7239219465189,929.4738617200672,1116.8514990497374,1044.0787761985064,1279.849915682968,460.6109371235846,630.5932147800423,812.1755730321324,630.5932147800423,705.1192034632969,874,ROAD,692.0,692.0,36,0,0,L,spoked,spoked,1
871,306.75350558296554,304.5,654.4998185220563,304.14358096619344,1240.0998185220565,304.5,982.8051804726044,944.9700077901842,577.7874106453733,549.1619759103529,554.2691982716688,624.2788286758683,1017.5980271198298,846.740277250664,1028.3428768197082,816.4046251722827,1026.3212113537857,969.5942855734636,1168.62055310309,421.1287977148793,552.8825361701652,693.9124387733912,552.8825361701652,628.7078087045812,875,ROAD,609.0,609.0,32,0,0,L,spoked,spoked,1
872,295.76343049867506,292.0,636.9289781969616,299.0,1192.9289781969617,292.0,1015.0358949650686,831.8940014454347,587.8545121087227,529.8772107653077,581.6902626450014,558.8777243946673,1032.413157326848,773.2293468725425,1046.2324055625168,726.5763466861814,1035.5050814606732,839.9570284333693,1152.2076608046252,365.8617200674537,575.3247442076595,600.8892108167353,575.3247442076595,588.8251340974266,876,MTB,584.0,584.0,22,0,0,M,spoked,spoked,1
873,361.59553432570544,337.0,781.5617444836037,274.99999999999994,1364.3617444836036,337.0,1142.138746945123,885.4392357253942,644.3711748582238,741.1335678025426,633.7065331816832,777.3689117303072,1176.3808069788872,780.0530112805119,1191.642851162837,733.0812691519284,1249.319454071499,910.1838517032191,1321.832148411464,436.20573205954224,629.0973577884504,973.8766286526336,629.0973577884504,793.029546251631,877,ROAD,674.0,674.0,53,1,1,M,spoked,spoked,0
874,357.8480110614764,343.0,793.2443395672569,269.99999999999994,1393.2443395672572,343.0,1153.1468836417785,934.0019144862796,626.756534668279,782.39677627803,616.9829140038585,812.4768876955125,1190.7006569386283,811.1690567643174,1219.0895839083405,718.3130606494805,1243.1468836417785,934.0019144862796,1317.3140821101897,415.9631993192938,611.4187400770378,945.7659388150828,611.4187400770378,829.6016541880682,878,ROAD,686.0,686.0,40,0,0,XS,spoked,spoked,0
875,366.2322989510491,362.0,841.0615826801394,332.0,1470.3615826801392,362.0,1291.8004807692307,939.4912587412584,713.0399282404042,827.0230076527245,704.605489713802,859.6365615516557,1310.2910433294685,862.4725227602585,1329.3549566667675,783.0656089193824,1390.7020671054229,954.2721998542196,1424.3070367132866,468.7963286713285,692.8366202799099,1025.626946350922,692.8366202799099,905.1434031038398,879,ROAD,724.0,724.0,53,0,0,M,spoked,spoked,0
876,359.8506478999108,337.0,779.785912199089,274.99999999999994,1373.185912199089,337.0,1148.5179848078644,920.500893655049,629.1774041286669,738.5253258468646,616.0225858843241,779.011693392011,1173.4429035866192,843.7898814642454,1208.9609128463446,734.4766890923501,1255.6986919342403,945.245509632874,1331.0972966934764,444.2888739946381,612.9167352366175,967.8407385755336,612.9167352366175,788.5705187993829,880,ROAD,674.0,674.0,53,1,1,M,spoked,spoked,0
877,251.76290414066943,248.0,543.0,248.0,1165.9,248.0,1025.4441293250145,678.7997731140102,529.6417704831036,439.0315821016921,527.8786141036592,464.24589304251975,1048.969976414403,604.1853187641135,1064.075055648319,556.2781279765409,1067.0187082880225,696.0205275704392,1139.737946681793,342.95178672716963,527.1722561074579,535.9572160954851,527.1722561074579,474.3472830039541,881,BMX,496.0,496.0,36,0,0,M,trispoke,trispoke,0
878,249.9492553778269,248.0,543.0,248.0,1085.2,248.0,945.8676227247656,654.9498069498069,489.6372416906036,428.14965292593325,484.1901119921158,446.53885460354456,969.446534328868,580.1670534608539,979.4965622256988,548.2924372196608,987.4422016877736,672.170561406236,1043.3303916161058,336.91340319911745,478.55691828668,524.7582195265582,478.55691828668,465.5561978415931,882,BMX,496.0,496.0,26,0,0,S,spoked,spoked,0
879,339.1578297011908,337.0,722.8121304469314,280.00000000000006,1312.5121304469317,337.0,1105.7552235452706,878.3502583689057,591.1141591709792,754.8875427612196,575.6832254227392,810.5296922887796,1131.8839455715065,792.8870595117482,1157.6086714778212,708.7452724212917,1185.1589156765765,888.0998058413174,1253.3962031004269,441.1058189170972,568.7224828002085,985.866199521002,568.7224828002085,835.629319320092,883,TRACK,674.0,674.0,46,0,1,M,spoked,spoked,0
880,343.33488984674347,337.0,756.5235392680613,317.000000000013,1324.4235392680612,337.0,1089.8028017241384,976.5414272030652,660.3504886600122,619.447318007663,643.4734662260222,672.5225832596523,1129.750022953129,850.9144470232835,1146.1582392083972,799.3134946949604,1132.4424071215242,990.9241964619808,1289.533405172414,443.9264846743296,629.2503328835185,830.0762159244562,629.2503328835185,717.2518343950569,884,DIRT_JUMP,674.0,674.0,32,0,0,XL,spoked,spoked,1
881,343.15077888863067,337.0,755.6174176096482,302.94918982124807,1294.5174176096482,337.0,1103.1833294582657,948.1601953034176,666.773409009536,618.6218947293116,654.2842404332408,662.9973083182803,1140.3327748668717,816.164058447946,1154.8363254716016,764.631320086563,1146.281072078069,961.105641648646,1265.7676121832133,462.36619390839337,641.8318074866911,773.1356402648428,641.8318074866911,707.2421961037539,885,DIRT_JUMP,674.0,674.0,32,0,0,XL,spoked,spoked,0
882,346.2785227005411,340.0,738.9047505357639,270.0,1343.804750535764,340.0,1140.091743119266,891.870148200423,592.4372001510066,764.4661633444737,586.9166324473108,783.1032875727351,1160.6343187674458,824.6784108511646,1192.1921441315228,721.4574151254087,1245.091743119266,891.870148200423,1314.050811573747,441.9760056457303,531.5735489019005,1035.5361454574809,531.5735489019005,969.9384064537808,886,ROAD,680.0,680.0,44,0,0,XL,spoked,spoked,0
883,324.0511121628018,320.0,740.0,320.0,1441.2,320.0,1121.0222432560342,935.2389966871744,620.1376235479886,668.1056175160061,616.3988422591099,678.9638268044182,1154.7516288756722,859.481556224272,1174.6934721415964,814.6914429095714,1166.6995161381644,955.5758288409644,1365.2247988641743,416.5451964032183,603.2613751279941,933.1483614088412,603.2613751279941,717.117801751713,887,MTB,640.0,640.0,34,0,0,M,spoked,spoked,1
884,372.0795690012434,368.0,755.8143885933065,292.99999999999994,1352.1143885933063,368.0,1155.5855781185248,945.6212184003316,704.6458166850551,667.3314514930917,672.8872529536786,771.20903283316,1182.473801617784,851.850839399792,1195.4073774781873,806.7461001337099,1253.7482964632911,964.702117937986,1315.718193120597,474.75507666804816,658.0306672192293,978.1779958838216,658.0306672192293,819.8027351844178,888,POLO,736.0,736.0,28,0,0,L,spoked,spoked,0
885,350.3760056791293,342.0,766.2640687119285,271.9999999999999,1385.6640687119284,342.0,1157.6287269285378,944.910553715097,619.5887989873665,751.7531900454509,607.1710920904136,792.369679164918,1187.3966155903672,853.2944128441186,1230.2871818372864,721.2908232058506,1277.2943578773552,995.7056004187026,1319.483909133933,475.53052531945104,605.6642913077292,1045.0692280991077,605.6642913077292,797.2982024504953,889,ROAD,684.0,684.0,48,0,0,XS,spoked,spoked,0
886,341.24123735591627,337.0,712.9,337.0,1342.9,337.0,1112.1951305575158,931.565984474241,646.0447017095336,570.1521329054649,638.7104556741399,595.7296884639795,1141.9185029892456,837.2954909610611,1150.8791388671173,808.8759847849338,1141.4840107711138,938.0591728923844,1298.4924723594447,418.2573512114796,630.8427591732793,698.8506872373498,630.8427591732793,623.1676068808375,890,DIRT_JUMP,674.0,674.0,23,0,0,M,spoked,spoked,1
887,339.0874809823953,337.0,735.9047505357638,267.0,1320.904750535764,337.0,1102.6660508585094,888.1682242990655,608.7091490163642,710.5837779317868,607.2032986023742,715.8353024157998,1129.263289916738,801.1725752810096,1151.339632105657,728.9641136258322,1200.4808109318897,908.9593933808414,1258.3115627037605,432.2184307759183,593.9515122900093,955.7942436954494,593.9515122900093,762.0497734082342,891,TOURING,674.0,674.0,53,0,1,M,spoked,spoked,0
888,342.718655425854,337.0,736.9199919983997,266.99999999999994,1321.2199919983996,337.0,1125.8466277561608,868.798530047557,598.0949837717784,751.1403388558516,592.1041340054417,772.0329148618554,1155.031626384918,773.3387008622307,1170.2019424468062,723.7188328479715,1224.873434630318,882.7158401435636,1287.935905750108,422.5977086035451,586.1463583665011,938.4990539964256,586.1463583665011,792.8101476782605,892,ROAD,674.0,674.0,53,0,1,M,spoked,spoked,0
889,356.4631851329099,350.0,725.2332607858743,289.99999999999994,1334.2332607858743,320.0,1155.0988002822864,905.7515878616794,628.3088059138189,778.0957199859743,605.4572974949368,857.7884005095358,1181.5473053967332,813.5146891075572,1211.1696311249138,710.2093625029403,1231.9997359573515,927.8025763270392,1288.89084921195,461.1503175723358,591.1138555633968,1057.4450189477852,591.1138555633968,907.8099270759818,893,ROAD,700.0,640.0,32,0,0,M,spoked,spoked,0
890,253.44407158836697,248.0,543.0,248.0000000000001,1085.2,248.0,952.1577181208054,667.5749440715883,487.4957601268133,435.3791735258115,483.077126505624,450.29623063610654,976.3757421013502,590.7651850913849,989.3098997127654,549.7432780380734,993.7322970838134,684.7956985280173,1054.4507829977629,341.6241610738255,478.55691828668,524.7400497337002,478.55691828668,465.5561978415932,894,BMX,496.0,496.0,26,0,0,M,spoked,spoked,0
891,356.1041990668741,350.0,794.5222154178572,279.99999999999994,1403.5222154178573,350.0,1180.3654743390357,960.4199066874024,699.2966864061921,623.3721646761934,697.3639835917254,630.3412658822148,1205.071485047516,874.2598080929604,1225.8544042301287,801.7811555503388,1278.5281926838022,979.500806225057,1335.8864696734058,458.864696734059,686.3708446189867,736.2470158184194,686.3708446189867,669.9812444135297,895,ROAD,700.0,700.0,53,0,0,M,spoked,spoked,1
892,341.1200868372943,337.0,756.1312443614768,310.0,1440.231244361477,337.0,1140.1088893967092,941.5361060329064,641.4618092616518,662.9162326239176,638.7707230431106,671.1985443758406,1171.6570675733583,867.2132558380184,1189.235231366799,825.8016970784034,1186.1341320693311,961.07266245737,1367.2912477148077,440.9648080438755,626.3441067239988,991.395370290414,626.3441067239988,709.4437368439644,896,MTB,674.0,674.0,36,0,0,S,spoked,spoked,1
893,341.191932108812,337.0,730.4178731794476,372.31822564852393,1349.1178731794475,337.0,1056.171006742618,954.0367356428736,591.2869104156488,690.1951424534545,583.1419520126872,708.8041868617316,1097.5517036214808,854.8136122189832,1109.4914643002717,826.184313129326,1112.59109547461,990.1722249501204,1304.9445477795864,415.3538711927459,578.0517399343812,828.8765151904718,578.0517399343812,720.4339556004276,897,DIRT_JUMP,674.0,674.0,36,0,0,L,spoked,spoked,1
894,346.8396955237447,337.0,762.7933771208754,277.00000000000006,1374.8933771208754,337.0,1183.4052488070893,894.0722563053849,605.279537056466,808.7578123325314,602.4335747199268,818.3656201635133,1209.4896705231888,806.0127243808224,1226.5654445424238,748.3658773949317,1282.762434374748,905.3925776821756,1348.0382867530109,438.4598954783003,592.3841702985216,985.071707188057,592.3841702985216,852.2918409209158,898,OTHER,674.0,674.0,46,0,0,M,spoked,spoked,0
895,309.4854303828336,305.5,655.3842665796792,314.49999999999994,1223.0842665796793,305.5,1039.5268836869056,828.8205315776638,591.9378799936917,535.763844989487,581.2171674740034,573.1514126789139,1056.8660470779782,772.1066835976497,1070.3377390807073,728.042764535111,1068.2160263657968,837.5916827193458,1188.514935381614,376.26932455498655,579.5839937300044,630.3009731685455,579.5839937300044,578.8469663830376,899,OTHER,611.0,611.0,23,0,0,S,spoked,spoked,1
896,342.6879165770804,337.0,764.7530638572352,293.5254783917437,1333.544721565255,337.0,1132.4750591270697,871.3743281014836,655.447115029995,586.0556910057891,644.1109995705232,619.8236370348434,1154.137595551647,806.8461073496064,1169.3977509778592,761.3892569258793,1179.8753708273575,887.2869159084851,1281.013007955279,431.1947968178887,638.8588730990652,697.3239593819981,638.8588730990652,635.4686367580753,900,DIRT_JUMP,674.0,674.0,36,0,0,M,spoked,spoked,0
897,339.00413315460247,335.0,757.4689337690997,299.00000000000006,1419.7689337690997,335.0,1166.026027703307,888.8427167113493,642.4791045227191,675.1147840895679,639.608062632135,684.5055389751632,1189.4541325906985,822.6837894346368,1209.8818398404308,764.9977237088372,1253.892668344101,908.3222819657788,1353.135053619303,417.3279714030385,627.3635251674818,984.2047861844978,627.3635251674818,724.5556164035507,901,MTB,670.0,670.0,44,0,0,S,spoked,spoked,1
898,339.0539991445681,337.0,732.0000000000001,336.99999999999363,1292.0,337.0,1104.7992942686055,864.9138152266892,657.0430524174367,567.6937635717575,650.1980803341988,588.7604214647628,1130.858801237791,779.6770086201224,1144.1427938147665,736.2270267157991,1147.5968375018874,878.8195799735615,1238.1290633019676,425.28592814371245,645.4752415750148,701.7874260105823,645.4752415750148,603.2958245626367,902,DIRT_JUMP,674.0,674.0,32,0,0,L,spoked,spoked,0
899,339.02662323073474,335.0,753.4542985799047,299.0,1415.7542985799046,335.0,1170.6936643450908,895.7166928780048,640.1923284499458,669.4632115742487,637.3051607343189,678.9067116569097,1193.4864738493557,831.3517844198674,1215.9398427266954,767.945426722,1258.5603049858848,915.196258132434,1351.3272298359918,438.4879802291619,624.8107485019004,984.1967990546564,624.8107485019004,719.7740926237357,903,MTB,670.0,670.0,44,0,0,S,spoked,spoked,1
900,341.1677068885807,337.0,730.0889839695221,375.8078688130224,1349.388983969522,337.0,1053.962436430883,940.733240869163,629.7380107784659,605.0845246986022,621.0172688839906,625.0092197446565,1088.8872104120735,856.9895977808596,1106.6932221913928,814.293822682172,1095.1867141319476,958.7764924615306,1295.455732778548,422.6911696717521,617.8198629503454,713.2829208183575,617.8198629503454,632.3144856196487,904,DIRT_JUMP,674.0,674.0,32,0,0,L,spoked,spoked,1
901,340.94159511974715,335.0,753.4542985799045,299.0,1415.7542985799046,335.0,1179.1984862178042,902.6683235427024,639.4510135194114,671.887943455908,634.8884088287908,686.8115509553326,1204.7118313085552,830.6208595861506,1222.9681595102622,779.0665791335932,1286.5910470009972,926.4766810758936,1362.744577496611,425.82693176683233,624.8107485019004,984.1887216951512,624.8107485019004,719.7740926237357,905,MTB,670.0,670.0,44,1,1,S,spoked,spoked,1
902,302.0848573518655,300.0,715.5551321034636,280.766378851789,1330.2551321034637,300.0,1048.2443306510609,876.0790051207022,614.5434367741348,533.985728285324,600.4207360262128,569.3889663358683,1075.0068373092745,810.6554774951345,1090.5618385420548,772.6297773667719,1094.5220908697058,895.0096392660656,1256.7300658376007,431.6752011704462,593.3954712027067,646.2625209882209,593.3954712027067,587.0001249488057,906,DIRT_JUMP,600.0,600.0,36,0,0,M,spoked,spoked,1
903,340.9753465121564,335.0,750.5551321034636,315.76637885178894,1381.9035446489434,335.0,1090.7481254260397,919.2138150420358,648.8811575775281,570.6459509631171,632.5529993457951,611.5779003914204,1118.3607862062895,851.7120037041323,1132.313992451629,817.6020458472129,1137.0258856446844,938.1444491873992,1307.6874573960465,449.1785957736877,628.3954712027067,736.9356898086362,628.3954712027067,622.0001249488057,907,DIRT_JUMP,670.0,670.0,40,0,0,M,spoked,spoked,1
